movieId,providerId,genres
85259,187,Animation|Children
85261,8,Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX
85268,3500,Comedy|Fantasy|Mystery
85270,1443,Crime|Drama|Horror|Thriller
85273,3501,Documentary
85295,3502,Adventure|Children|Comedy|Mystery
85305,3503,Crime|Drama
85307,3504,Drama|Romance
85309,91,Musical
85316,187,Animation|Children
85327,3505,Horror
85332,3506,Drama|Romance
85334,3507,Action|Comedy
85367,19,Comedy|Romance
85369,3508,Comedy|Drama|Romance
85374,91,Comedy|Drama|Romance
85378,258,Drama|Romance
85387,507,Adventure|Documentary
85394,3509,Documentary
85397,3510,Fantasy|Horror|Mystery|Thriller
85399,6,Comedy
85401,1601,Action|Comedy|Drama
85414,2578,Action|Drama|Mystery|Sci-Fi|Thriller
85438,26,Drama|Romance
85440,91,Drama|Romance
85450,3511,Comedy
85453,91,Drama|Thriller
85476,861,Drama
85505,3512,Documentary
85510,2385,Action|Fantasy|Thriller|IMAX
85527,3513,Drama
85540,3514,Thriller|War
85542,3515,Drama|Thriller
85547,3516,Documentary
85565,875,Comedy|Romance
85576,713,Crime|Drama
85585,187,Animation|Children
85609,2698,Drama|Thriller
85616,15,Thriller
85618,1762,Drama|War
85689,338,Documentary
85694,39,Drama|Romance
85763,3517,Drama|War
85774,15,Documentary
85790,2745,Western
85792,32,Comedy|Drama|Romance
85796,2527,Action|Adventure|Crime|Thriller
85863,4,Adventure
85881,3518,Comedy|Drama
85889,91,Action|Drama|War
85892,91,Western
85896,91,Western
85966,3519,Drama
85981,3520,Drama
85983,510,Comedy|Drama
85994,3521,Comedy|Sci-Fi
85997,3134,Action|Horror
86000,408,Comedy|Drama
86014,3522,Comedy
86028,3523,Comedy|Crime
86059,3291,Animation|Children|Comedy
86064,3524,Drama
86148,3525,Drama
86170,3526,Drama
86190,1324,Action|Adventure|Mystery|Thriller
86206,32,Crime|Drama|Film-Noir|Mystery
86231,3527,Documentary
86233,3528,Action|Comedy
86286,110,Animation|Children|Comedy|Horror
86293,110,Comedy
86295,191,Comedy|Horror|Mystery|Thriller
86298,2129,Adventure|Animation|Children|Comedy
86316,110,Comedy|Musical|Romance
86320,2190,Drama|Sci-Fi
86330,2064,Drama
86332,2710,Action|Adventure|Drama|Fantasy|IMAX
86337,3529,Musical
86343,3372,Comedy|Drama
86345,3530,Comedy
86347,3531,Comedy
86368,1758,Drama
86377,3530,Comedy
86380,19,Crime|Drama|Film-Noir
86382,3532,Drama
86412,3533,Children|Comedy
86416,76,Documentary
86418,32,Crime|Film-Noir
86440,3534,Drama
86449,3535,Horror
86497,3536,Action|Drama
86502,3537,Documentary
86539,3538,Drama
86548,3539,Drama|Romance
86550,126,Drama|Romance
86553,91,Fantasy|Musical|Romance
86583,3540,Drama
86583,3541,Drama
246180,3540,Children|Comedy|Drama
246180,3541,Children|Comedy|Drama
86593,2947,Adventure|Documentary
86620,4,Comedy|Fantasy|Musical
86628,3424,Action|Crime
86635,3542,Crime|Film-Noir|Mystery|Thriller
86642,3543,Drama
86646,1469,Drama
86648,110,Drama|Mystery
86651,110,Comedy|Drama|Romance
86673,91,Comedy|Musical|Romance
86689,91,Drama|Romance|War
86721,2179,Animation|Drama|Fantasy
86762,3544,Drama
86773,3545,Drama
86781,3010,Drama|Mystery|War
86789,258,Adventure|Drama|Romance
86791,91,Animation|Fantasy|Musical
86802,3546,Horror|Mystery|Thriller
86815,3547,Action|Drama
86817,3548,Comedy|Drama|Romance
86833,1801,Comedy
86835,3549,Action|Horror|Sci-Fi|Thriller
86839,3550,Documentary
86844,3551,Drama|Romance
86854,615,Comedy|Drama|Sci-Fi
86856,4,Drama|Romance|War
86860,1758,Crime|Drama|Romance
86862,32,Drama
86880,8,Action|Adventure|Fantasy|IMAX
86882,3552,Comedy|Fantasy|Romance
86892,3553,Action|Crime|Thriller
86894,258,Drama|Film-Noir
86896,110,Comedy|Crime|Romance
86900,3554,Comedy
86902,334,Drama|Romance
86927,32,Comedy|Romance
86931,4,Drama|Romance|War
86941,3555,Documentary
86947,3556,Drama
86970,3557,Comedy|Drama
86973,3558,Drama|War
86977,3559,Documentary
87004,3560,Documentary|Musical
87006,520,Horror|Thriller
87012,3561,Documentary
87042,3562,Crime|Drama
87049,3563,Comedy|Drama
87053,508,Drama|Romance
87057,3564,Drama
87063,3565,Comedy
87069,3344,Drama
87079,3566,Drama|Thriller
87081,3567,Horror|Thriller
87085,91,Drama
87100,3568,Comedy|Thriller
87105,2451,Animation|Children|Comedy
87173,1550,Action|Thriller
87190,91,Comedy
87192,1656,Action|Comedy|Sci-Fi
87194,3569,Adventure|Comedy|Drama
87197,3570,Action|Comedy
87216,251,Adventure|Drama|Thriller
87218,222,Crime|Drama|Film-Noir
87220,4,Crime|Drama
87222,577,Action|Adventure|Animation|Children|Comedy|IMAX
87227,91,Drama|Fantasy|Romance
87232,782,Action|Adventure|Sci-Fi|Thriller|War
87256,19,Musical
87258,3571,Crime|Drama|Film-Noir
87260,877,Adventure|Crime|Drama|Romance|Thriller
87264,310,Comedy
87279,3572,Crime|Drama|Thriller
87290,1878,Adventure|Comedy|Romance
87302,3573,Drama|Mystery|Romance
87304,3543,Drama
87306,2653,Mystery|Sci-Fi|Thriller|IMAX
87314,3574,Comedy
87325,1234,Drama
87383,508,Children|Musical|Romance
87387,3575,Drama|War
87408,3576,Drama|Romance
87413,3577,Comedy|Drama
87415,508,Drama|Romance
87417,3578,Documentary
87430,3579,Action|Adventure|Sci-Fi
87473,3580,Drama
87483,194,Comedy
87485,19,Comedy
87497,32,Comedy
87507,4,Drama|Romance
87509,91,Comedy|Musical|Romance
87511,91,Comedy|Musical|Romance
87514,32,Comedy
87516,257,Drama|War
87518,1905,Drama
87520,32,Action|Adventure|Sci-Fi|War|IMAX
87522,15,Comedy|Drama|Romance
87527,3581,Comedy|Musical
87529,15,Action|Adventure|Comedy|Fantasy
87547,578,Action|Crime|Drama|Thriller
87556,3582,Drama|Romance
87558,91,Comedy|Romance
87566,32,Adventure
87568,2450,Children|Comedy
87595,15,Animation|Musical
87647,3583,Documentary
87660,537,Drama
87685,3584,Comedy
87689,3585,Comedy
87719,3586,Documentary
87745,508,Action|Comedy|Drama|Romance|War
87763,2151,Action|Comedy|Romance
87769,3587,Drama
87785,806,Action|Crime|Thriller
87802,3588,Comedy
87804,3589,Comedy|War
87867,3590,Comedy
87869,25,Comedy|Crime
87874,3591,Comedy
87876,1,Adventure|Animation|Children|Comedy|IMAX
87880,4,Drama
87882,3592,Comedy
87884,636,Drama
87888,3593,Drama
87909,3594,Crime|Drama
87911,3556,Drama|Thriller
87913,91,Drama|Romance
87915,3595,Comedy
87917,4,Drama
87923,110,Comedy
87930,2289,Documentary
87948,334,Drama
87952,4,Comedy|Musical
87954,508,Romance|Western
87971,3596,Drama
87977,3597,Crime|Drama
87979,3598,Crime|Drama|Thriller
87992,3599,Comedy|Drama
88005,3600,Drama
88015,3601,Drama
88022,3602,Documentary
88024,3603,Drama
88031,3604,Drama
88042,258,Film-Noir|Thriller
88059,40,Comedy
88065,3605,Comedy|Crime|Drama
88067,3606,Animation|Comedy
88069,2676,Comedy|Crime
88106,729,Drama
88108,3607,Adventure|Comedy|Romance
88114,2388,Comedy
88125,110,Action|Adventure|Drama|Fantasy|Mystery|IMAX
88129,3608,Crime|Drama|Film-Noir|Thriller
88138,3609,Drama
88140,2710,Action|Adventure|Sci-Fi|Thriller|War
88158,1112,Thriller
88160,3151,Crime|Drama|Thriller
88163,110,Comedy|Drama|Romance
88171,561,Drama|Romance
88173,91,Drama|War
88175,83,Drama
88179,3522,Drama|Romance
88185,91,Comedy
88194,3610,Horror|Romance|Thriller
88205,3611,Drama|Romance
88210,258,Drama|War
88213,258,Drama|Romance|War
88228,1931,Crime|Drama
88237,3556,Comedy|Drama|Romance
88248,3612,Horror|Mystery|Sci-Fi
88267,2836,Animation|Children|Comedy
88270,3613,Comedy
88278,3614,Drama|Fantasy|Romance
88282,923,Drama|Horror
88284,4,Crime|Drama|Mystery|Thriller
88310,397,Drama
88321,3615,Drama
88329,1772,Crime|Drama
88341,3616,Drama|Thriller
88405,11,Comedy|Romance
88405,1343,Comedy|Romance
88417,83,Drama
88419,19,Drama|Romance
88423,3617,Drama
88425,3618,Crime|Thriller
88427,3619,Drama|Western
88429,4,Comedy
88468,3620,Adventure|Animation|Children|Comedy|Romance
88473,4,Drama
88480,40,Comedy
88485,188,Comedy|Crime|Drama
88488,19,Drama
88491,91,Comedy|Musical
88493,257,Comedy|Drama
88511,110,Comedy|Drama
88513,110,Drama|Romance
88518,19,Comedy|Drama|Musical
88548,158,Drama
88589,3621,Horror
88591,3622,Comedy|Drama|Romance
88640,2444,Drama
88642,3623,Drama|Fantasy|Romance
88672,3624,Comedy
88674,2472,Documentary
88706,3625,Drama
88740,91,Drama|Thriller
88742,91,Adventure|Drama
88744,2705,Action|Drama|Sci-Fi|Thriller
88746,3626,Comedy
88750,762,Comedy|Crime|Romance
88752,91,Comedy|Crime|Drama|Romance
88754,32,Fantasy|Horror
88756,57,Animation|Children
88759,3627,Thriller
88761,537,Action|Drama
88764,3628,Comedy
88766,3629,Drama
88812,19,Action|Comedy|Crime
88816,1023,Drama
88818,2140,Drama|Mystery|Thriller
88833,760,Comedy|Romance
88839,3630,Crime|Drama|Romance|Thriller
88855,3631,Drama
88857,508,Musical|Sci-Fi
88886,3632,Crime|Drama
88889,3633,Action|Comedy
88925,3634,Comedy|Romance
88932,3635,Horror|Thriller|IMAX
88961,3636,Sci-Fi
88971,4,Crime|Drama|Mystery
88973,4,Crime|Drama|Mystery
88989,1614,Drama
89000,3637,Crime|Drama|Romance
89010,3638,Documentary
89018,3639,Comedy|Fantasy|Romance
89021,3640,Drama|Romance
89028,17,Horror|Thriller
89030,3641,Comedy|Horror
89039,3211,Drama|Romance|Sci-Fi
89047,3642,Drama
89054,3643,Drama
89072,1247,Horror
89087,2337,Action|Adventure|Drama|Thriller
89090,3644,Documentary
89102,3645,Documentary
89116,19,Drama|Film-Noir|Thriller
89126,2551,Horror|Mystery
89137,3646,Drama|Sci-Fi|Thriller
89190,2121,Action|Adventure|Fantasy
89194,8,Comedy|Drama
89194,3647,Comedy|Drama
89203,3648,Documentary
89208,3649,Horror|Thriller
89217,3650,Drama|Romance
89260,26,Documentary
89268,91,Drama
89281,3651,Romance|Thriller
89302,3652,Drama|Thriller
89315,3527,Documentary
89325,3653,Drama
89327,238,Comedy|Drama|Romance
89329,91,Drama
89343,3654,Action|Crime|Horror|Thriller
89367,3655,Drama|Thriller
89377,3656,Thriller
89386,3657,Documentary|Musical
89388,2347,Comedy
89398,19,Drama|War
89406,4,Comedy|Fantasy|Musical|Romance
89408,4,Comedy|Drama|Musical
89427,3658,Horror|Thriller
89470,2289,Sci-Fi|Thriller|IMAX
89474,877,Drama
89476,32,Adventure|Drama|Romance
89480,3659,Drama
89490,668,Thriller
89492,19,Drama
89501,2745,Documentary
89519,91,Comedy|Romance
89527,258,Comedy|Musical|Romance
89554,2676,Adventure|Comedy|Drama|Romance
89570,19,Drama
89580,3660,Drama
89584,3661,Comedy|Fantasy
89588,258,Crime|Drama|Film-Noir|Mystery
89607,836,Horror|Mystery|Thriller
89632,3605,Comedy
89638,3662,Drama
89638,3663,Drama
89650,3664,Action|Adventure
89658,91,Adventure|Drama
89670,32,Drama|Romance
89674,474,Horror
89678,3665,Drama|Romance
89714,3666,Drama
89718,3667,Crime|Drama|Thriller
89720,3424,Horror
89732,32,Adventure|Mystery|Romance|Thriller
89753,779,Drama|Film-Noir|Thriller
89763,19,Drama|Romance
89765,3668,Drama|Film-Noir|Mystery
89767,19,Drama|Film-Noir|Mystery
89774,814,Drama
89778,3669,Drama
89800,32,Comedy
89802,4,Musical
89819,3670,Documentary|Musical
89833,508,Drama
89837,3320,Horror|Mystery|Thriller
89840,3671,Action|Thriller
89846,537,Documentary
89848,2250,Comedy|Crime|Drama
89862,3672,Action|Drama|Romance
89864,492,Comedy|Drama
89872,3673,Action|Sci-Fi
89877,3674,Drama
89881,922,Children|Mystery|Sci-Fi
89883,3675,Action|Comedy
89898,3676,Comedy|Drama|Sci-Fi
89904,2784,Comedy|Drama|Romance
89912,3677,Drama|Western
89924,3678,Comedy
89932,3679,Comedy|War
89936,3680,Horror
89939,3681,Comedy
89961,2274,Crime|Drama
89971,3682,Comedy|War
89973,3683,Animation|Children|Musical
89977,3684,Comedy
89997,3685,Drama
90009,3686,Drama|Thriller
90015,3687,Thriller
90017,2958,Action|Crime|Thriller
90049,3688,Documentary
90057,3689,Drama
90066,3690,Romance|Thriller
90068,3691,Fantasy|Horror|Sci-Fi
90106,4,Musical
90108,2,Drama
90112,15,Comedy|Musical
90114,258,Comedy|Musical|Romance
90116,3692,Drama
90127,3400,Thriller
90167,91,Musical|Romance
90170,3693,Drama
90211,3694,Comedy|Documentary|Drama
90237,1625,Documentary
90239,3695,Documentary
90247,3696,Comedy|Drama
90249,5,Action|Drama|Sci-Fi|IMAX
90266,3697,Documentary
90268,32,Horror|Sci-Fi|Thriller
90270,3698,Drama|Mystery|Thriller
90310,3699,Comedy|Drama
90319,3700,Documentary
90321,780,Crime|Drama|Film-Noir
90341,3701,Documentary
90343,3702,Comedy|Drama|Musical
90350,3703,Documentary
90353,3704,Drama
90357,3705,Drama
90374,3706,Drama|Thriller
90376,26,Drama|Thriller
90378,3707,Documentary
90405,21,Crime|Sci-Fi|Thriller
90413,3708,Drama
90421,1656,Crime|Drama|Thriller
90426,3384,Comedy|Drama
90428,195,Drama
90430,1526,Comedy|Drama
90434,3709,Action|Thriller
90439,3710,Drama|Thriller
90458,2722,Comedy|Drama|Romance
90460,3711,Action|Horror|Sci-Fi
90466,780,Western
90469,32,Horror
90471,3712,Drama
90474,3713,Crime|Drama
90497,3714,Documentary
90514,19,Comedy
90522,85,Adventure|Comedy|Thriller
90524,3715,Action|Drama|Mystery|Thriller
90528,3716,Crime|Drama|Thriller
90531,2754,Drama
90549,3717,Drama|Romance|War
90556,898,Documentary
90576,6,Comedy|Romance
90578,3718,Drama|Mystery|Thriller
90592,1499,Documentary|Drama
90596,3719,Horror|Sci-Fi
90624,3720,Action|Crime
90630,3721,Documentary
90645,1316,Drama
90645,3722,Drama
90647,577,Adventure|Animation|Comedy|Fantasy|IMAX
90649,2675,Comedy|Drama
90651,3723,Drama
90666,3724,Drama
90673,259,Drama|Romance
90690,3725,Drama
90697,3726,Western
90702,1849,Comedy
90704,1026,Drama
90717,15,Action|Comedy|Crime
90719,70,Drama
90744,32,Drama
90748,19,Comedy|War
90809,3727,Drama
90817,15,Adventure|Drama
90849,4,Drama|Romance
90863,3728,Documentary
90866,32,Children|Drama|Mystery
90870,576,Crime|Drama|Thriller
90873,3729,Action|Crime|Drama|Thriller
90878,713,Drama
90888,2450,Action|Drama|Fantasy
90890,3590,Comedy
90895,3730,Drama
90943,3731,Documentary
90958,110,Animation|Children|Comedy
90960,2635,Drama|Western
91010,3732,Drama
91031,660,Action|Romance|Western
91035,1224,Drama
91044,3733,Documentary
91048,3734,Comedy|Drama
91054,19,Action|Adventure|Crime|Sci-Fi|Thriller
91056,3735,Action|Adventure|Crime|Drama|Sci-Fi
91069,4,Drama
91073,32,Comedy
91079,1163,Drama|Romance
91108,3736,Thriller
91110,3057,Crime|Drama|Romance|Thriller
91112,3737,Action|Drama|Romance
91126,5,Drama|War
91134,2347,Drama
91137,4,Adventure|Drama
91161,19,Mystery
91163,15,Comedy|Musical|Western
91179,4,Comedy|Crime
91181,1758,Drama
91199,3442,Drama|Romance
91199,2764,Drama|Romance
181385,3442,Comedy|Drama|Romance
181385,2764,Comedy|Drama|Romance
91208,3738,Drama
91218,91,Comedy|Musical
91227,3519,Drama|Romance
91241,3159,Action|Drama|Romance
91243,3739,Drama|Mystery|Romance
91250,110,Action|Comedy
91253,110,Comedy|Musical
91256,3740,Comedy|Drama
91266,3500,Children|Comedy|Musical|Romance
91273,3741,Action|Drama|Fantasy
91333,51,Drama
91337,3742,Comedy|Romance
91362,4,Comedy|Romance
91371,3743,Action|Crime|Drama|Thriller
91386,3744,Animation|Children|Comedy|IMAX
91388,66,Drama
91388,3745,Drama
91391,4,Comedy
91393,3746,Drama
91395,3747,Drama
91414,19,Animation|Children|Comedy|Drama
91416,2945,Action|Adventure|Drama|Thriller
91419,3748,Drama|Romance
91421,32,Action|Drama
91423,4,Action|Adventure|Comedy|Crime
91446,32,Western
91474,2967,Comedy|Crime
91492,91,Comedy|Musical
91494,508,Comedy|Drama|War
91500,814,Action|Adventure|Drama|Sci-Fi|Thriller
91515,3749,Crime|Horror
91542,110,Action|Adventure|Comedy|Crime|Mystery|Thriller
91548,873,Documentary|Drama
91554,2170,Crime|Drama|Mystery|Thriller
91562,169,Adventure
91571,26,Drama|Thriller
91573,3750,Drama
91582,4,Western
91591,3751,Action|Drama
91595,3752,Documentary
91605,3753,Drama
91610,3754,Drama
91612,3755,Drama
91615,3756,Drama
91622,3757,Comedy|Drama
91626,1857,Crime|Drama|Mystery
91628,25,Comedy|Romance
91630,32,Action|Adventure|Thriller|IMAX
91634,3758,Action|Animation
91653,2532,Comedy|Drama
91655,110,Comedy|Musical|Romance
91666,3759,Comedy|Drama|Romance
91671,189,Animation|Comedy
91673,2614,Drama
91683,3760,Documentary
91688,3761,Comedy|Thriller
91694,3762,Horror|Thriller
91697,966,Film-Noir
91707,3608,Drama|Romance|War
91709,91,Drama|Horror
91711,19,Crime|Drama|Film-Noir
91713,110,Comedy
91715,19,Drama
91718,32,Drama
91729,19,Drama|Romance|Western
91743,3763,Comedy
91755,2265,Documentary
91755,884,Documentary
91770,3764,Crime|Drama|Film-Noir
91784,2469,Comedy|Drama|Fantasy
91799,2856,Drama|Romance
91808,3765,Drama
91829,3766,Drama
91834,3767,Action
91842,15,Action|Crime|Drama|Thriller
91854,32,Comedy
91862,3768,Drama
91869,3769,Documentary
91871,15,Drama|Romance
91873,3770,Comedy|Musical
91886,2172,Children|Drama
91888,937,Animation|Musical|Romance
91894,3771,Comedy|Drama
91902,3772,Drama
91919,3773,Animation|Children|Comedy|Fantasy|Musical
91935,937,Drama
91937,715,Comedy|Drama|Romance
91954,110,Drama
91957,15,Action|Comedy
91970,3774,Comedy|Drama
91974,668,Action|Fantasy|Horror|IMAX
91978,492,Crime|Thriller
91991,3775,Comedy
91993,36,Drama
91995,3482,Mystery|Thriller
92001,3776,Crime|Drama|Mystery
92008,2450,Action|Thriller
92010,3777,Comedy
92025,91,Drama
92027,83,Western
92029,110,Western
92046,2704,Comedy
92062,3778,Crime|Thriller
92064,32,Crime|Romance
92083,3779,Drama
92094,3780,Drama
92102,3781,Comedy
92104,15,Comedy
92106,3782,Comedy|Romance|Sci-Fi
92128,3783,Documentary
92154,3784,Drama
92156,3785,Drama
92161,3786,Comedy|Drama|Musical
92169,3787,Documentary
92180,3404,Drama
92188,508,Drama
92192,3788,Horror|Sci-Fi|Thriller
92196,1909,Documentary
92198,2258,Action|Drama|Thriller
92234,557,Action|Adventure|Drama|War
92252,3789,Documentary
92264,201,Action|Comedy|Crime
92268,3790,Action|Adventure|Mystery|Romance
92307,3791,Drama|Romance
92321,91,Comedy|Musical
92325,3792,Drama|Romance
92335,85,Drama|Romance
92357,3793,Documentary
92380,3794,Drama
92389,508,Comedy|Drama|Romance
92391,3795,Horror
92399,32,Drama
92408,3796,Drama
92420,2532,Action|Sci-Fi|Thriller
92424,3797,Drama
92437,3798,Comedy|Drama
92448,19,Comedy
92471,91,Drama|Romance
92477,3799,Documentary|Musical
92479,110,Comedy
92481,3800,Comedy|Drama
92483,3801,Drama
92507,15,Action|Crime|Mystery|Thriller
92507,3802,Action|Crime|Mystery|Thriller
92511,3803,Sci-Fi
92514,3804,Horror|Mystery
92516,3805,Adventure
92593,3806,Drama
92613,3807,Drama|Romance
92633,2524,Crime|Mystery|Thriller
92635,3808,Comedy|Romance
92643,3475,Children|Comedy|Drama
92646,4,Drama|Musical|Romance
92665,3809,Comedy|Drama|Romance
92672,3810,Action|Adventure|Fantasy
92676,258,Drama|Mystery
92681,1866,Action|Adventure|Comedy|Sci-Fi|IMAX
92691,3811,Comedy|Drama|Romance
92694,26,Drama|Romance|Sci-Fi
92713,3812,Documentary
92715,1343,Comedy|Drama
92719,3813,Comedy
92738,3814,Drama|Mystery
92751,3815,Comedy
92756,91,Comedy|Western
92758,3357,Drama
92804,3570,Action|Drama
92829,3816,Action
92845,1900,Drama
92847,110,Comedy|Romance
92874,3817,Drama|Romance
92910,2692,Comedy
92935,3088,Comedy|Crime
92954,3818,Drama
92956,3819,Crime|Drama
92966,2048,Comedy|Romance
93002,258,Comedy|Romance
93022,3820,Comedy|Crime
93024,3821,Thriller
93037,91,Comedy|Romance
93061,3822,Drama
93083,3823,Animation
93132,3399,Drama
93136,187,Adventure|Comedy
93172,236,Action|Thriller
93181,91,Comedy|Western
93185,3824,Drama
93187,3825,Drama
93193,3826,Crime|Thriller|Western
93196,3827,Action|Sci-Fi|War
93242,2374,Drama|Thriller
93265,2,Drama
93267,3828,Drama
93270,48,Comedy
93295,4,Crime|Mystery|Thriller
93297,3829,Action|Thriller|War
93320,3830,Comedy|Crime
93322,3831,Adventure|Comedy|Drama
93326,2532,Action|Comedy|Romance
93328,3832,Comedy
93363,8,Action|Adventure|Sci-Fi|IMAX
93367,1758,Comedy
93397,3833,Western
93404,58,Documentary
93406,3834,Comedy
93408,3832,Comedy|Romance
93418,3832,Comedy
93422,3835,Comedy
93432,3836,Documentary
93463,1026,Horror|Mystery
93467,3837,Drama|Musical|Romance
93496,2033,Action|Animation|Sci-Fi
93498,989,Drama
93510,19,Action|Comedy|Crime
93516,3838,Comedy
93520,780,Action|Adventure|Fantasy|Mystery|Sci-Fi
93533,19,Crime|Thriller
93535,3839,Drama
93544,4,Drama|War
93563,1068,Action|Sci-Fi|Thriller
93572,3840,Comedy|Crime|Romance
93572,3841,Comedy|Crime|Romance
93572,3842,Comedy|Crime|Romance
93610,3843,Action|Adventure|Drama
93628,3844,Documentary|Musical
93641,2814,Drama
93649,3845,Documentary
93652,3846,Documentary
93659,151,Adventure|Fantasy
93721,3847,Documentary
93742,110,Drama
93752,3848,Documentary|Drama
93757,491,Drama|War
93766,2818,Action|Adventure|Fantasy|IMAX
93775,2935,Drama
93792,836,Romance|Sci-Fi
93803,1526,Drama|Fantasy|Sci-Fi
93805,3519,Action|Comedy|Sci-Fi
93819,3849,Horror
93821,3850,Documentary
93865,2472,Drama|Horror|Sci-Fi
93905,512,Horror|Sci-Fi
93921,3450,Comedy|Romance
93923,3851,Action
93928,3852,Horror|Thriller
93939,3853,Drama
93954,3854,Horror|Thriller
93970,1091,Comedy|Thriller
94015,3855,Adventure|Comedy|Fantasy
94018,15,Action|Sci-Fi|Thriller|IMAX
94044,3856,Drama
94061,917,Crime|Horror|Mystery
94068,3857,Drama|Romance
94101,3858,Documentary
94112,2706,Crime|Drama|Thriller
94122,3859,Documentary
94130,2347,Documentary
94142,127,Mystery|Thriller
94155,3080,Documentary
94190,3860,Action|Drama|Thriller
94204,258,Comedy
94280,3861,Comedy
94291,3862,Crime|Drama
94299,3863,Crime|Drama|Thriller
94306,32,Comedy|Horror|Mystery
94308,334,Comedy|Western
94323,806,Comedy
94339,1501,Drama
94350,4,Drama|Musical
94352,3864,Drama
94401,2745,Documentary
94405,3865,Action|Crime|Thriller
94410,3866,Drama
94425,258,Comedy|Drama
94431,2472,(no genres listed)
94433,91,Crime|Drama
94444,2205,Action|Comedy|Horror
94469,3867,Comedy|Drama|Romance
94471,3868,Comedy|Drama
94475,3869,Drama
94478,377,Comedy|Horror|IMAX
94482,3870,Documentary
94486,2461,Comedy|Drama|Romance
94537,3871,Drama
94539,2869,Drama
94558,3872,Mystery|Sci-Fi
94653,212,Horror
94663,3414,Comedy|Romance
94666,91,Drama|Thriller
94672,3873,Crime|Drama
94675,3874,Drama|Romance
94725,105,Drama|Musical|Romance
94727,3875,Drama
94729,3876,Documentary|War
94733,2589,Drama|Mystery
94750,4,Drama|Musical
94752,3877,Drama
94772,3459,Drama
94780,15,Action|Adventure|Drama
94788,15,Drama
94790,91,Drama
94799,3878,Drama|Mystery|Sci-Fi
94803,3879,Horror
94813,3880,Horror
94819,1593,Adventure|Comedy|War
94837,678,Drama|Romance|War
94841,3881,Drama|Romance
94864,2532,Action|Horror|Sci-Fi|IMAX
94893,3882,Children|Drama
94900,3414,Comedy|Drama
94902,4,Drama|Romance
94904,76,Crime|Mystery|Romance
94917,4,Crime|Drama
94919,3883,Drama|Thriller
94931,3884,Drama|Romance
94939,3885,Comedy|Crime|Musical
94953,2450,Comedy
94955,19,Drama
94957,1762,Drama|Romance
94959,1324,Comedy|Drama|Romance
94965,3886,Drama|War
94967,3887,Crime|Drama|Thriller
94969,3888,Crime|Drama|Thriller
94980,3889,Crime|Drama
94985,449,Action|Crime|Drama|Thriller
94998,3890,Action|Drama|War
95000,198,Drama
95007,3891,Comedy|Drama
95036,3892,Drama
95052,814,Crime|Drama|Thriller
95058,3893,Drama
95069,2947,Documentary
95088,2734,Comedy|Drama
95105,577,Adventure|Animation|Children|Comedy|IMAX
95107,3894,Horror
95109,91,Comedy|Musical|Romance
95133,3895,Western
95135,3896,Comedy|Drama
95157,3897,Horror|Thriller
95167,8,Action|Adventure|Animation|Children
95185,3213,Comedy|Crime|Drama|Mystery
95197,1515,Drama|Romance
95199,814,Comedy|Drama|Romance
95201,3515,Comedy
95207,3788,Action|Fantasy|Horror|Thriller
95214,3898,Crime|Drama
95218,3899,Documentary
95223,3900,Crime|Thriller
95232,3901,Drama
95234,32,Adventure|Romance
95288,110,Drama
95290,91,Drama|Thriller
95296,3902,Drama|War
95298,1545,Action|Comedy|Fantasy
95307,2547,Comedy|Drama|Musical|IMAX
95309,3757,Comedy|Drama|Romance
95311,1,Animation|Children|Comedy|Fantasy
95375,1,Animation|Children
95441,15,Comedy|Fantasy
95449,3903,Drama|Romance
95477,3904,Horror|Sci-Fi
95484,3905,Action|Drama|Fantasy
95488,3906,Adventure|Drama
95508,3907,Crime|Drama|Thriller
95521,1098,Documentary
95529,2190,Crime|Thriller
95558,3908,Drama|Fantasy
95560,3909,Comedy|Crime
95563,91,Drama
95567,5,Drama
95583,2450,Crime|Drama|Thriller
95591,3910,Mystery|Thriller
95595,3911,Horror|Mystery|Thriller
95617,1654,Action|Sci-Fi
95633,3912,Horror
95643,2454,Adventure
95654,1,Animation|Children
95697,3913,Action|Comedy|Crime|Drama
95697,3914,Action|Comedy|Crime|Drama
95732,3915,Comedy|Fantasy|Horror
95735,19,Comedy|Drama
95744,3916,Comedy
95748,2766,Action|Adventure|Thriller
95752,3917,Comedy
95761,3918,Crime|Thriller
95784,3919,Drama|Romance
95804,3116,Crime|Drama
95814,3920,Comedy
95816,1324,Comedy|Drama
95832,1079,Adventure|Drama
95843,4,Comedy|Fantasy|Romance
95856,1,Animation|Children
95858,1,Animation|Children|Comedy
95873,3921,Comedy|Fantasy|Romance
95875,3922,Action|Sci-Fi|Thriller
95890,2791,Comedy
95896,1586,Thriller
95898,3923,Crime|Drama|Thriller
95969,3924,Fantasy|Horror
95971,3925,Comedy
96022,258,Action|Crime|Mystery
96024,2930,Thriller
96058,283,Documentary
96064,48,Action|Crime|Drama
96066,3926,Comedy|Romance
96079,91,Action|Adventure|Thriller|IMAX
96098,3927,Comedy
96114,3928,Crime|Thriller
96121,19,Comedy|Drama
96146,3929,Action|Drama|Thriller
96160,3930,Drama
96179,3931,Drama
96195,2758,Drama
96214,3932,Horror|Thriller
96239,2656,Comedy|Horror
96275,105,Comedy|Drama
96281,3933,Adventure|Animation|Comedy
96283,189,Children|Comedy
96292,529,Drama
96294,3934,Horror
