consumer_id,consumer_type,preferences
1052,Generic,"[0.0, 0.0, 0.0, 0.0, 0.17948718, 0.06410257, 0.025641026, 0.21794872, 0.0, 0.06410257, 0.0, 0.051282052, 0.025641026, 0.24358974, 0.0, 0.08974359, 0.025641026, 0.012820513]"
1053,Generic,"[0.19622642, 0.06792453, 0.0056603774, 0.011320755, 0.09245283, 0.050943397, 0.0, 0.1, 0.0056603774, 0.041509435, 0.032075472, 0.003773585, 0.10754717, 0.049056605, 0.06792453, 0.14528301, 0.016981132, 0.0056603774]"
1054,Generic,"[0.14925373, 0.094527364, 0.03482587, 0.12437811, 0.31840795, 0.029850746, 0.0, 0.014925373, 0.03482587, 0.0, 0.0049751243, 0.0099502485, 0.0099502485, 0.04477612, 0.06965174, 0.039800994, 0.0099502485, 0.0099502485]"
1055,Generic,"[0.040816326, 0.05102041, 0.040816326, 0.040816326, 0.3877551, 0.020408163, 0.0, 0.1632653, 0.0, 0.010204081, 0.030612245, 0.010204081, 0.0, 0.10204082, 0.040816326, 0.040816326, 0.020408163, 0.0]"
1056,Niche,"[0.11304348, 0.017391304, 0.026086956, 0.026086956, 0.16521738, 0.026086956, 0.0, 0.052173913, 0.0, 0.0, 0.33043477, 0.008695652, 0.017391304, 0.034782607, 0.052173913, 0.104347825, 0.017391304, 0.008695652]"
1057,Generic,"[0.089605734, 0.086021505, 0.08243728, 0.07168459, 0.1469534, 0.014336918, 0.0, 0.11827957, 0.021505376, 0.010752688, 0.014336918, 0.032258064, 0.007168459, 0.032258064, 0.17204301, 0.035842296, 0.025089607, 0.039426524]"
1058,Generic,"[0.14208633, 0.08453237, 0.008992806, 0.01438849, 0.12410072, 0.039568346, 0.007194245, 0.1528777, 0.03057554, 0.012589928, 0.048561152, 0.0035971224, 0.026978416, 0.03417266, 0.14928058, 0.09532374, 0.019784173, 0.0053956835]"
1059,Generic,"[0.047839507, 0.038580246, 0.026234567, 0.03549383, 0.2669753, 0.03549383, 0.0046296297, 0.24228396, 0.012345679, 0.012345679, 0.032407407, 0.03549383, 0.013888889, 0.097222224, 0.03549383, 0.043209877, 0.018518519, 0.0015432099]"
1060,Generic,"[0.2792208, 0.11038961, 0.0, 0.019480519, 0.077922076, 0.051948052, 0.0, 0.038961038, 0.019480519, 0.0, 0.038961038, 0.0, 0.012987013, 0.032467533, 0.16233766, 0.13636364, 0.0064935065, 0.012987013]"
1061,Generic,"[0.039473683, 0.10526316, 0.118421055, 0.09210526, 0.2236842, 0.013157895, 0.0, 0.10526316, 0.02631579, 0.013157895, 0.013157895, 0.05263158, 0.0, 0.039473683, 0.05263158, 0.039473683, 0.065789476, 0.0]"
1062,Generic,"[0.023076924, 0.01923077, 0.026923077, 0.023076924, 0.27307692, 0.03846154, 0.0038461538, 0.23846154, 0.0076923077, 0.034615386, 0.015384615, 0.03076923, 0.023076924, 0.08461539, 0.026923077, 0.057692308, 0.026923077, 0.046153847]"
1063,Generic,"[0.14375, 0.0625, 0.0125, 0.0125, 0.1, 0.0375, 0.00625, 0.13125, 0.0125, 0.03125, 0.00625, 0.03125, 0.03125, 0.03125, 0.16875, 0.13125, 0.025, 0.025]"
1064,Generic,"[0.13125, 0.03125, 0.00625, 0.00625, 0.13125, 0.0625, 0.0, 0.34375, 0.0, 0.00625, 0.0125, 0.0, 0.01875, 0.075, 0.04375, 0.06875, 0.05625, 0.00625]"
1065,Generic,"[0.014705882, 0.0, 0.007352941, 0.007352941, 0.23529412, 0.007352941, 0.0, 0.22058824, 0.007352941, 0.007352941, 0.007352941, 0.014705882, 0.022058824, 0.36764705, 0.0, 0.04411765, 0.029411765, 0.007352941]"
1066,Generic,"[0.091836736, 0.0867347, 0.010204081, 0.0051020407, 0.20408164, 0.015306123, 0.0, 0.1122449, 0.0051020407, 0.015306123, 0.0051020407, 0.05612245, 0.040816326, 0.22959183, 0.045918368, 0.06122449, 0.010204081, 0.0051020407]"
1067,Generic,"[0.05172414, 0.03448276, 0.01724138, 0.01724138, 0.15517241, 0.03448276, 0.0, 0.25, 0.00862069, 0.03448276, 0.02586207, 0.01724138, 0.03448276, 0.060344826, 0.14655173, 0.077586204, 0.03448276, 0.0]"
1068,Generic,"[0.06896552, 0.05172414, 0.02586207, 0.049261082, 0.2635468, 0.03817734, 0.0036945813, 0.17364532, 0.019704433, 0.0012315271, 0.02093596, 0.032019705, 0.014778325, 0.10837439, 0.032019705, 0.071428575, 0.016009852, 0.00862069]"
1069,Generic,"[0.069767445, 0.030523255, 0.0, 0.013081395, 0.10319767, 0.039244186, 0.0029069767, 0.44331396, 0.008720931, 0.0029069767, 0.013081395, 0.0043604653, 0.013081395, 0.08284884, 0.074127905, 0.068313956, 0.024709303, 0.0058139535]"
1070,Generic,"[0.15384616, 0.07692308, 0.0, 0.03846154, 0.15384616, 0.07692308, 0.0, 0.26923078, 0.03846154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07692308, 0.07692308, 0.03846154, 0.0]"
1071,Generic,"[0.14224137, 0.13793103, 0.0, 0.012931035, 0.11637931, 0.021551725, 0.0, 0.14224137, 0.030172413, 0.004310345, 0.012931035, 0.00862069, 0.012931035, 0.18965517, 0.030172413, 0.094827585, 0.03448276, 0.00862069]"
1072,Generic,"[0.04964539, 0.021276595, 0.021276595, 0.028368793, 0.18439716, 0.028368793, 0.0, 0.24113475, 0.0070921984, 0.028368793, 0.035460994, 0.056737587, 0.028368793, 0.10638298, 0.014184397, 0.08510638, 0.04964539, 0.014184397]"
1073,Generic,"[0.016949153, 0.011299435, 0.011299435, 0.0056497175, 0.14124294, 0.033898305, 0.0, 0.23728813, 0.0056497175, 0.06779661, 0.0, 0.028248588, 0.03954802, 0.26553673, 0.0056497175, 0.096045196, 0.033898305, 0.0]"
1074,Generic,"[0.088709675, 0.044354837, 0.02016129, 0.028225806, 0.18951613, 0.016129032, 0.0, 0.21774194, 0.016129032, 0.012096774, 0.012096774, 0.032258064, 0.02016129, 0.10483871, 0.06048387, 0.06854839, 0.044354837, 0.024193548]"
1075,Generic,"[0.023255814, 0.0, 0.0, 0.0, 0.0, 0.093023255, 0.046511628, 0.30232558, 0.0, 0.093023255, 0.046511628, 0.0, 0.069767445, 0.046511628, 0.0, 0.1627907, 0.11627907, 0.0]"
1076,Generic,"[0.056338027, 0.028169014, 0.04225352, 0.04225352, 0.43661973, 0.04225352, 0.0, 0.112676054, 0.0, 0.0, 0.0, 0.014084507, 0.0, 0.14084508, 0.028169014, 0.028169014, 0.014084507, 0.014084507]"
1077,Generic,"[0.06497175, 0.016949153, 0.02259887, 0.016949153, 0.13841808, 0.059322033, 0.014124294, 0.27966103, 0.0028248588, 0.025423728, 0.033898305, 0.028248588, 0.031073445, 0.056497175, 0.031073445, 0.09322034, 0.059322033, 0.025423728]"
1078,Generic,"[0.011904762, 0.011904762, 0.0, 0.011904762, 0.16666667, 0.011904762, 0.0, 0.36309522, 0.029761905, 0.0, 0.005952381, 0.023809524, 0.005952381, 0.31547618, 0.005952381, 0.023809524, 0.011904762, 0.0]"
1079,Generic,"[0.14285715, 0.05952381, 0.011904762, 0.011904762, 0.14285715, 0.05357143, 0.0, 0.20833333, 0.011904762, 0.005952381, 0.023809524, 0.0, 0.023809524, 0.0952381, 0.041666668, 0.13690476, 0.023809524, 0.005952381]"
1080,Generic,"[0.14084508, 0.14084508, 0.014084507, 0.04225352, 0.12676056, 0.028169014, 0.0, 0.14084508, 0.028169014, 0.0, 0.12676056, 0.014084507, 0.0, 0.028169014, 0.112676054, 0.04225352, 0.0, 0.014084507]"
1081,Generic,"[0.0754717, 0.0, 0.0, 0.018867925, 0.2264151, 0.0754717, 0.0, 0.20754717, 0.018867925, 0.0, 0.03773585, 0.0, 0.0, 0.13207547, 0.03773585, 0.11320755, 0.056603774, 0.0]"
1082,Generic,"[0.21904762, 0.123809524, 0.0, 0.028571429, 0.01904762, 0.00952381, 0.0, 0.22857143, 0.00952381, 0.00952381, 0.01904762, 0.00952381, 0.0, 0.03809524, 0.114285715, 0.114285715, 0.04761905, 0.00952381]"
1083,Generic,"[0.23214285, 0.21428572, 0.0, 0.071428575, 0.10714286, 0.0, 0.0, 0.035714287, 0.017857144, 0.0, 0.0, 0.035714287, 0.0, 0.08928572, 0.17857143, 0.0, 0.017857144, 0.0]"
1084,Generic,"[0.20143884, 0.053956833, 0.010791367, 0.01438849, 0.11151079, 0.07553957, 0.0, 0.1438849, 0.0035971224, 0.0035971224, 0.01438849, 0.0035971224, 0.025179856, 0.039568346, 0.0323741, 0.18705036, 0.039568346, 0.039568346]"
1085,Generic,"[0.13333334, 0.044444446, 0.022222223, 0.044444446, 0.13333334, 0.08888889, 0.0, 0.11111111, 0.0, 0.022222223, 0.0, 0.0, 0.044444446, 0.06666667, 0.044444446, 0.22222222, 0.022222223, 0.0]"
1086,Generic,"[0.1752809, 0.056179777, 0.011235955, 0.008988764, 0.20898877, 0.047191013, 0.0, 0.16179775, 0.015730336, 0.004494382, 0.0247191, 0.004494382, 0.013483146, 0.051685393, 0.06741573, 0.11011236, 0.026966292, 0.011235955]"
1087,Generic,"[0.108156025, 0.07978723, 0.028368793, 0.039007094, 0.17553191, 0.017730497, 0.0035460992, 0.15780142, 0.031914894, 0.0070921984, 0.023049645, 0.030141843, 0.021276595, 0.07801419, 0.088652484, 0.07269503, 0.026595745, 0.010638298]"
1088,Generic,"[0.08743523, 0.051165804, 0.022020726, 0.047279794, 0.1865285, 0.036917098, 0.0006476684, 0.19365285, 0.014248705, 0.010362694, 0.03173575, 0.027849741, 0.020725388, 0.09455959, 0.04792746, 0.09326425, 0.02396373, 0.009715026]"
1089,Generic,"[0.14678898, 0.055045873, 0.0, 0.0091743115, 0.06422018, 0.06422018, 0.0, 0.07339449, 0.0, 0.018348623, 0.12844037, 0.0, 0.027522936, 0.018348623, 0.1559633, 0.21100917, 0.027522936, 0.0]"
1090,Generic,"[0.11494253, 0.06896552, 0.0, 0.0, 0.10344828, 0.057471264, 0.0, 0.3218391, 0.0, 0.0, 0.0, 0.0, 0.03448276, 0.057471264, 0.06896552, 0.13793103, 0.03448276, 0.0]"
1091,Generic,"[0.29032257, 0.09677419, 0.0, 0.016129032, 0.06451613, 0.0, 0.0, 0.11290322, 0.016129032, 0.0, 0.0, 0.0, 0.032258064, 0.08064516, 0.048387095, 0.20967741, 0.032258064, 0.0]"
1092,Generic,"[0.083333336, 0.05952381, 0.11904762, 0.13095239, 0.13095239, 0.0, 0.0, 0.035714287, 0.023809524, 0.0, 0.011904762, 0.21428572, 0.011904762, 0.10714286, 0.04761905, 0.011904762, 0.011904762, 0.0]"
1093,Generic,"[0.36458334, 0.0625, 0.0, 0.0, 0.052083332, 0.041666668, 0.0, 0.114583336, 0.010416667, 0.0, 0.020833334, 0.0, 0.0, 0.03125, 0.083333336, 0.13541667, 0.072916664, 0.010416667]"
1094,Generic,"[0.07943925, 0.03271028, 0.03271028, 0.046728972, 0.17757009, 0.018691588, 0.0, 0.22429906, 0.009345794, 0.004672897, 0.037383176, 0.042056076, 0.018691588, 0.12149533, 0.042056076, 0.056074765, 0.05140187, 0.004672897]"
1095,Generic,"[0.07692308, 0.025641026, 0.0, 0.0, 0.051282052, 0.025641026, 0.0, 0.41025642, 0.0, 0.0, 0.0, 0.025641026, 0.0, 0.20512821, 0.025641026, 0.025641026, 0.12820514, 0.0]"
1096,Generic,"[0.11168831, 0.07012987, 0.015584416, 0.04935065, 0.27272728, 0.031168832, 0.0025974025, 0.124675326, 0.018181818, 0.005194805, 0.015584416, 0.012987013, 0.012987013, 0.077922076, 0.057142857, 0.09350649, 0.018181818, 0.01038961]"
1097,Generic,"[0.20769231, 0.057692308, 0.011538462, 0.0038461538, 0.21538462, 0.042307694, 0.0, 0.12307692, 0.0076923077, 0.0038461538, 0.011538462, 0.0, 0.01923077, 0.08846154, 0.03846154, 0.13846155, 0.023076924, 0.0076923077]"
1098,Generic,"[0.08510638, 0.0, 0.04255319, 0.04255319, 0.21276596, 0.04255319, 0.0, 0.19148937, 0.0, 0.021276595, 0.04255319, 0.04255319, 0.04255319, 0.06382979, 0.04255319, 0.06382979, 0.021276595, 0.04255319]"
1099,Generic,"[0.20711975, 0.067961164, 0.003236246, 0.0, 0.122977346, 0.074433655, 0.003236246, 0.16828479, 0.0, 0.009708738, 0.012944984, 0.0, 0.022653721, 0.058252428, 0.061488673, 0.14239483, 0.03883495, 0.006472492]"
1100,Generic,"[0.040446304, 0.06276151, 0.047419805, 0.10041841, 0.41562065, 0.020920502, 0.0013947001, 0.066945605, 0.032078102, 0.0013947001, 0.020920502, 0.034867503, 0.006973501, 0.07670851, 0.034867503, 0.008368201, 0.016736401, 0.011157601]"
1101,Generic,"[0.13257575, 0.06944445, 0.02020202, 0.0239899, 0.1590909, 0.022727273, 0.0025252525, 0.15656565, 0.022727273, 0.005050505, 0.049242426, 0.01010101, 0.01010101, 0.05050505, 0.13005051, 0.07449495, 0.04671717, 0.013888889]"
1102,Generic,"[0.051282052, 0.051282052, 0.0, 0.051282052, 0.07692308, 0.025641026, 0.0, 0.41025642, 0.0, 0.0, 0.0, 0.0, 0.025641026, 0.07692308, 0.025641026, 0.12820514, 0.051282052, 0.025641026]"
1103,Generic,"[0.065789476, 0.013157895, 0.0, 0.013157895, 0.118421055, 0.02631579, 0.0, 0.2236842, 0.013157895, 0.013157895, 0.10526316, 0.0, 0.02631579, 0.3026316, 0.013157895, 0.05263158, 0.013157895, 0.0]"
1104,Generic,"[0.017857144, 0.0, 0.017857144, 0.035714287, 0.21428572, 0.05357143, 0.0, 0.4642857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10714286, 0.017857144, 0.017857144, 0.05357143, 0.0]"
1105,Generic,"[0.13852814, 0.030303031, 0.0043290043, 0.012987013, 0.13419913, 0.077922076, 0.0, 0.16883117, 0.0043290043, 0.012987013, 0.064935066, 0.0043290043, 0.025974026, 0.038961038, 0.08225108, 0.17748918, 0.017316017, 0.0043290043]"
1106,Generic,"[0.13043478, 0.09565217, 0.017391304, 0.034782607, 0.13913043, 0.008695652, 0.0, 0.104347825, 0.026086956, 0.008695652, 0.060869563, 0.008695652, 0.008695652, 0.026086956, 0.2173913, 0.09565217, 0.017391304, 0.0]"
1107,Generic,"[0.033898305, 0.016949153, 0.016949153, 0.033898305, 0.48305085, 0.016949153, 0.0, 0.084745765, 0.0, 0.008474576, 0.0, 0.008474576, 0.016949153, 0.22881356, 0.008474576, 0.025423728, 0.008474576, 0.008474576]"
1108,Generic,"[0.114754096, 0.08196721, 0.0, 0.0, 0.18032786, 0.016393442, 0.0, 0.19672132, 0.0, 0.032786883, 0.04918033, 0.0, 0.016393442, 0.04918033, 0.13114753, 0.09836066, 0.016393442, 0.016393442]"
1109,Generic,"[0.10495627, 0.1632653, 0.005830904, 0.06122449, 0.069970846, 0.034985423, 0.0, 0.1632653, 0.040816326, 0.005830904, 0.093294464, 0.002915452, 0.037900876, 0.037900876, 0.08454811, 0.072886296, 0.017492712, 0.002915452]"
1110,Generic,"[0.045454547, 0.022727273, 0.022727273, 0.0, 0.20454545, 0.022727273, 0.0, 0.4318182, 0.022727273, 0.0, 0.022727273, 0.0, 0.022727273, 0.06818182, 0.045454547, 0.06818182, 0.0, 0.0]"
1111,Generic,"[0.069767445, 0.046511628, 0.093023255, 0.20930232, 0.27906978, 0.0, 0.0, 0.093023255, 0.023255814, 0.0, 0.0, 0.046511628, 0.0, 0.046511628, 0.023255814, 0.046511628, 0.023255814, 0.0]"
1112,Generic,"[0.1227126, 0.06781486, 0.033369213, 0.045209903, 0.16576965, 0.026910657, 0.0021528525, 0.15715824, 0.018299246, 0.0064585577, 0.060279872, 0.022604952, 0.016146393, 0.064585574, 0.06673843, 0.10118407, 0.016146393, 0.0064585577]"
1113,Generic,"[0.08624709, 0.051282052, 0.011655011, 0.006993007, 0.24708624, 0.08391608, 0.011655011, 0.1981352, 0.016317016, 0.016317016, 0.016317016, 0.0046620048, 0.02097902, 0.055944055, 0.05361305, 0.09090909, 0.02097902, 0.006993007]"
1114,Generic,"[0.0521327, 0.056872036, 0.023696683, 0.04265403, 0.27014217, 0.0047393367, 0.0, 0.13270143, 0.014218009, 0.0047393367, 0.009478673, 0.028436018, 0.0, 0.2843602, 0.033175357, 0.018957347, 0.018957347, 0.0047393367]"
1115,Niche,"[0.083333336, 0.08928572, 0.011904762, 0.071428575, 0.0952381, 0.035714287, 0.0, 0.10714286, 0.125, 0.0, 0.17857143, 0.0, 0.005952381, 0.011904762, 0.083333336, 0.077380955, 0.023809524, 0.0]"
1116,Generic,"[0.035897437, 0.020512821, 0.025641026, 0.03076923, 0.52307695, 0.020512821, 0.0051282053, 0.14358975, 0.0051282053, 0.0, 0.0051282053, 0.020512821, 0.0, 0.092307694, 0.03076923, 0.0, 0.025641026, 0.015384615]"
1117,Generic,"[0.116558746, 0.06382979, 0.022201665, 0.027752081, 0.18593894, 0.041628122, 0.0018501388, 0.15541166, 0.021276595, 0.012950972, 0.041628122, 0.015726179, 0.024976874, 0.078630894, 0.06382979, 0.09343201, 0.021276595, 0.011100832]"
1118,Generic,"[0.15384616, 0.09615385, 0.0, 0.01923077, 0.15384616, 0.0, 0.0, 0.15384616, 0.03846154, 0.0, 0.03846154, 0.0, 0.0, 0.09615385, 0.09615385, 0.115384616, 0.03846154, 0.0]"
1119,Generic,"[0.119250424, 0.09199318, 0.01362862, 0.03407155, 0.09199318, 0.015332198, 0.0, 0.20102215, 0.03577513, 0.008517887, 0.03577513, 0.01362862, 0.0102214655, 0.042589437, 0.1669506, 0.0681431, 0.039182283, 0.011925043]"
1120,Generic,"[0.103053436, 0.07919847, 0.035305344, 0.07538168, 0.23377863, 0.01908397, 0.0, 0.12118321, 0.029580154, 0.0047709923, 0.027671756, 0.03244275, 0.015267176, 0.062022902, 0.08301527, 0.047709923, 0.020038167, 0.010496183]"
1121,Generic,"[0.10997442, 0.040920716, 0.0025575447, 0.010230179, 0.22250639, 0.051150896, 0.0076726344, 0.1943734, 0.0, 0.012787724, 0.0051150895, 0.0, 0.04347826, 0.13043478, 0.020460358, 0.11253197, 0.025575448, 0.010230179]"
1122,Generic,"[0.17085427, 0.1356784, 0.0050251256, 0.010050251, 0.03517588, 0.010050251, 0.0, 0.07035176, 0.015075377, 0.010050251, 0.04522613, 0.0, 0.015075377, 0.010050251, 0.3316583, 0.10050251, 0.025125628, 0.010050251]"
1123,Generic,"[0.14285715, 0.040816326, 0.0, 0.0, 0.10204082, 0.0, 0.0, 0.20408164, 0.0, 0.0, 0.0, 0.020408163, 0.0, 0.08163265, 0.08163265, 0.08163265, 0.020408163, 0.2244898]"
1124,Generic,"[0.12665406, 0.07372401, 0.015122874, 0.02268431, 0.20226844, 0.037807185, 0.0018903592, 0.16824196, 0.02268431, 0.011342155, 0.039697543, 0.017013233, 0.011342155, 0.051039696, 0.079395086, 0.07561437, 0.026465029, 0.017013233]"
1125,Generic,"[0.125, 0.058894232, 0.018028846, 0.040865384, 0.1923077, 0.037259616, 0.0, 0.15865384, 0.008413462, 0.0036057692, 0.037259616, 0.009615385, 0.01923077, 0.078125, 0.06610577, 0.12379808, 0.015625, 0.0072115385]"
1126,Generic,"[0.14285715, 0.10714286, 0.0, 0.0, 0.10714286, 0.035714287, 0.0, 0.2857143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.071428575, 0.035714287, 0.035714287, 0.10714286, 0.071428575]"
1127,Generic,"[0.2682927, 0.10243902, 0.004878049, 0.004878049, 0.12195122, 0.03902439, 0.0, 0.13170731, 0.019512195, 0.0, 0.029268293, 0.004878049, 0.014634146, 0.053658538, 0.07804878, 0.08292683, 0.034146342, 0.009756098]"
1128,Generic,"[0.08038585, 0.05466238, 0.006430868, 0.009646302, 0.16237941, 0.033762056, 0.014469453, 0.26205787, 0.017684888, 0.019292604, 0.056270096, 0.022508038, 0.020900322, 0.07234727, 0.05466238, 0.06752411, 0.03215434, 0.012861736]"
1129,Generic,"[0.14285715, 0.08074534, 0.0062111802, 0.0124223605, 0.23602484, 0.01863354, 0.0, 0.13043478, 0.024844721, 0.0062111802, 0.024844721, 0.0, 0.0, 0.08074534, 0.111801244, 0.08074534, 0.031055901, 0.0124223605]"
1130,Generic,"[0.14248705, 0.07253886, 0.005181347, 0.018134715, 0.1658031, 0.03626943, 0.005181347, 0.19170985, 0.015544041, 0.015544041, 0.015544041, 0.015544041, 0.015544041, 0.098445594, 0.062176164, 0.09067357, 0.023316063, 0.010362694]"
1131,Generic,"[0.041666668, 0.033333335, 0.0, 0.0, 0.1, 0.06666667, 0.016666668, 0.275, 0.0, 0.05, 0.033333335, 0.0, 0.033333335, 0.09166667, 0.05, 0.125, 0.083333336, 0.0]"
1132,Generic,"[0.1661017, 0.1220339, 0.030508475, 0.050847456, 0.08813559, 0.0779661, 0.0033898305, 0.06101695, 0.044067796, 0.010169491, 0.023728814, 0.006779661, 0.010169491, 0.006779661, 0.18305084, 0.094915256, 0.016949153, 0.0033898305]"
1133,Generic,"[0.12871288, 0.0330033, 0.0066006603, 0.00990099, 0.0990099, 0.17491749, 0.0, 0.19141914, 0.0066006603, 0.01980198, 0.03960396, 0.0066006603, 0.02310231, 0.02970297, 0.04290429, 0.10231023, 0.07920792, 0.0066006603]"
1134,Generic,"[0.12831858, 0.10619469, 0.0044247787, 0.017699115, 0.12831858, 0.03982301, 0.0, 0.17699115, 0.03982301, 0.030973451, 0.0044247787, 0.0088495575, 0.013274336, 0.048672568, 0.07964602, 0.057522126, 0.061946902, 0.053097345]"
1135,Generic,"[0.1682243, 0.124610595, 0.0062305294, 0.018691588, 0.05919003, 0.015576324, 0.0, 0.06542056, 0.021806853, 0.009345794, 0.024922118, 0.0, 0.012461059, 0.018691588, 0.3271028, 0.093457945, 0.021806853, 0.012461059]"
1136,Generic,"[0.17391305, 0.04347826, 0.0, 0.0, 0.08695652, 0.07608695, 0.0, 0.1521739, 0.010869565, 0.010869565, 0.010869565, 0.0, 0.02173913, 0.010869565, 0.06521739, 0.3043478, 0.02173913, 0.010869565]"
1137,Generic,"[0.063675836, 0.03473227, 0.024602026, 0.031837918, 0.17221418, 0.03473227, 0.002894356, 0.24602026, 0.010130246, 0.01447178, 0.027496383, 0.02170767, 0.02894356, 0.08827786, 0.047756873, 0.12011577, 0.024602026, 0.005788712]"
1138,Generic,"[0.094017096, 0.06837607, 0.008547009, 0.017094018, 0.13675214, 0.008547009, 0.0, 0.25641027, 0.017094018, 0.0, 0.102564104, 0.017094018, 0.017094018, 0.094017096, 0.08547009, 0.06837607, 0.008547009, 0.0]"
1139,Generic,"[0.11111111, 0.03846154, 0.012820513, 0.017094018, 0.16239317, 0.06410257, 0.0042735045, 0.26495728, 0.008547009, 0.008547009, 0.0, 0.008547009, 0.034188036, 0.0982906, 0.042735044, 0.094017096, 0.021367522, 0.008547009]"
1140,Generic,"[0.093457945, 0.042056076, 0.021028038, 0.021028038, 0.12383178, 0.03271028, 0.0023364485, 0.18691589, 0.0070093456, 0.01635514, 0.095794395, 0.018691588, 0.01635514, 0.05373832, 0.07943925, 0.0771028, 0.05373832, 0.058411215]"
1141,Generic,"[0.07176287, 0.07644306, 0.028081123, 0.06552262, 0.24960998, 0.017160686, 0.0015600624, 0.14040561, 0.02652106, 0.004680187, 0.012480499, 0.042121686, 0.021840874, 0.101404056, 0.05928237, 0.062402494, 0.009360374, 0.009360374]"
1142,Generic,"[0.089918256, 0.040871933, 0.03814714, 0.03814714, 0.25613078, 0.046321526, 0.0, 0.14441417, 0.010899182, 0.005449591, 0.04359673, 0.01907357, 0.029972753, 0.07084469, 0.035422344, 0.10354223, 0.016348774, 0.010899182]"
1143,Generic,"[0.11111111, 0.06349207, 0.0, 0.031746034, 0.15873016, 0.015873017, 0.0, 0.22222222, 0.031746034, 0.0, 0.015873017, 0.031746034, 0.015873017, 0.0952381, 0.07936508, 0.04761905, 0.04761905, 0.031746034]"
1144,Generic,"[0.21621622, 0.10810811, 0.0, 0.0, 0.1891892, 0.0, 0.0, 0.21621622, 0.027027028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10810811, 0.08108108, 0.054054055, 0.0]"
1145,Generic,"[0.025, 0.0625, 0.025, 0.0375, 0.1625, 0.0125, 0.0, 0.275, 0.0125, 0.0, 0.1, 0.0125, 0.0125, 0.075, 0.0625, 0.05, 0.05, 0.025]"
1146,Generic,"[0.11904762, 0.034798536, 0.0, 0.0, 0.062271062, 0.053113554, 0.0, 0.082417585, 0.0018315018, 0.00915751, 0.17948718, 0.0018315018, 0.03846154, 0.042124543, 0.06776557, 0.3021978, 0.0036630037, 0.0018315018]"
1147,Generic,"[0.04075235, 0.02507837, 0.012539185, 0.018808777, 0.14106584, 0.047021944, 0.018808777, 0.23510972, 0.0062695923, 0.028213166, 0.047021944, 0.021943573, 0.031347964, 0.06269593, 0.06583072, 0.13793103, 0.047021944, 0.012539185]"
1148,Generic,"[0.036585364, 0.036585364, 0.024390243, 0.036585364, 0.5, 0.024390243, 0.0, 0.13414635, 0.036585364, 0.0, 0.0121951215, 0.0121951215, 0.0, 0.09756097, 0.0121951215, 0.0121951215, 0.0, 0.024390243]"
1149,Generic,"[0.19565217, 0.21014492, 0.014492754, 0.028985508, 0.13768116, 0.028985508, 0.0, 0.10869565, 0.036231883, 0.007246377, 0.02173913, 0.0, 0.007246377, 0.04347826, 0.0942029, 0.04347826, 0.014492754, 0.007246377]"
1150,Generic,"[0.06338939, 0.026520051, 0.01228978, 0.014877102, 0.22768435, 0.05045278, 0.009702458, 0.2503234, 0.0045278138, 0.010996119, 0.017464424, 0.030401034, 0.03751617, 0.07891332, 0.031694695, 0.104786545, 0.020698577, 0.0077619664]"
1151,Generic,"[0.16334662, 0.06374502, 0.003984064, 0.011952192, 0.19123507, 0.043824703, 0.001992032, 0.11553785, 0.015936255, 0.007968128, 0.035856575, 0.0, 0.021912351, 0.077689245, 0.107569724, 0.0996016, 0.029880479, 0.007968128]"
1152,Generic,"[0.18631178, 0.19391635, 0.022813689, 0.07984791, 0.07984791, 0.019011406, 0.0, 0.07984791, 0.038022812, 0.0038022813, 0.02661597, 0.0114068445, 0.0038022813, 0.02661597, 0.12547529, 0.07984791, 0.019011406, 0.0038022813]"
1153,Generic,"[0.08080808, 0.04040404, 0.04040404, 0.02020202, 0.2929293, 0.02020202, 0.0, 0.16161616, 0.0, 0.01010101, 0.05050505, 0.0, 0.01010101, 0.11111111, 0.05050505, 0.09090909, 0.01010101, 0.01010101]"
1154,Generic,"[0.0, 0.0, 0.0, 0.0, 0.24, 0.0, 0.0, 0.24, 0.0, 0.0, 0.04, 0.0, 0.12, 0.12, 0.12, 0.08, 0.04, 0.0]"
1155,Generic,"[0.29483283, 0.09118541, 0.0060790274, 0.0030395137, 0.0881459, 0.06990881, 0.0030395137, 0.11854103, 0.0030395137, 0.0030395137, 0.018237082, 0.0, 0.018237082, 0.03343465, 0.0881459, 0.11550152, 0.036474165, 0.009118541]"
1156,Generic,"[0.033613447, 0.025210084, 0.008403362, 0.016806724, 0.31092438, 0.008403362, 0.0, 0.13445379, 0.0, 0.008403362, 0.0, 0.008403362, 0.008403362, 0.36134455, 0.008403362, 0.042016808, 0.016806724, 0.008403362]"
1157,Generic,"[0.16666667, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06666667, 0.13333334, 0.1, 0.033333335, 0.0]"
1158,Generic,"[0.029411765, 0.019607844, 0.039215688, 0.05882353, 0.25490198, 0.009803922, 0.0, 0.1764706, 0.009803922, 0.0, 0.0, 0.04901961, 0.0, 0.3137255, 0.009803922, 0.019607844, 0.009803922, 0.0]"
