id,keywords
2671,"[{'id': 3297, 'name': 'videoband'}, {'id': 232281, 'name': 'unofficial remake'}]"
9669,"[{'id': 2884, 'name': 'asylum'}, {'id': 3297, 'name': 'videoband'}, {'id': 9663, 'name': 'sequel'}, {'id': 10541, 'name': 'curse'}, {'id': 189421, 'name': 'female corpse'}]"
45129,"[{'id': 13059, 'name': 'prostitution'}, {'id': 14964, 'name': 'drug'}, {'id': 156196, 'name': 'street life'}, {'id': 187056, 'name': 'woman director'}]"
42618,"[{'id': 978, 'name': 'broken engagement'}, {'id': 3447, 'name': 'charity'}, {'id': 6562, 'name': 'celebrity'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 10703, 'name': 'tragic love'}, {'id': 155513, 'name': 'dancehall girl'}, {'id': 165317, 'name': 'based on movie'}]"
41164,"[{'id': 1480, 'name': 'baseball'}, {'id': 6075, 'name': 'sport'}]"
66027,"[{'id': 572, 'name': 'sex'}]"
36211,"[{'id': 209987, 'name': 'new mexican cinema'}]"
9557,"[{'id': 237, 'name': 'gay'}, {'id': 7984, 'name': 'bikini'}, {'id': 11095, 'name': 'cruise ship'}, {'id': 191682, 'name': 'babes'}]"
6171,"[{'id': 3684, 'name': 'religion and supernatural'}]"
13691,[]
11523,"[{'id': 2080, 'name': 'stewardess'}, {'id': 4623, 'name': 'casting'}, {'id': 5306, 'name': 'boss'}]"
114065,[]
14675,"[{'id': 242, 'name': 'new york'}, {'id': 9929, 'name': 'remarriage'}, {'id': 10226, 'name': 'neighbor'}, {'id': 14512, 'name': 'new york city'}, {'id': 15160, 'name': 'divorce'}, {'id': 15162, 'name': 'dog'}, {'id': 41185, 'name': 'heiress'}, {'id': 155457, 'name': 'screwball comedy'}, {'id': 207592, 'name': 'piano'}, {'id': 214548, 'name': '1930s'}]"
2525,"[{'id': 3036, 'name': 'bible'}, {'id': 5950, 'name': 'christian'}, {'id': 173272, 'name': 'flood'}, {'id': 195790, 'name': 'noah'}, {'id': 210450, 'name': ""noah's ark""}, {'id': 215127, 'name': 'adam and eve'}, {'id': 229731, 'name': 'abraham'}]"
57447,"[{'id': 11039, 'name': 'giallo'}, {'id': 217115, 'name': 'art restoration'}]"
42695,"[{'id': 572, 'name': 'sex'}, {'id': 1532, 'name': 'meditation'}, {'id': 2020, 'name': 'revolution'}, {'id': 2483, 'name': 'nudity'}, {'id': 6078, 'name': 'politics'}, {'id': 12105, 'name': 'student'}]"
49845,"[{'id': 549, 'name': 'prostitute'}, {'id': 190628, 'name': 'cabaret dancer'}]"
18992,"[{'id': 2673, 'name': 'horse'}, {'id': 2752, 'name': 'ranch'}, {'id': 155346, 'name': 'colt'}, {'id': 177071, 'name': 'horse ranch'}]"
29912,"[{'id': 3571, 'name': 'crucifixion'}, {'id': 5049, 'name': 'ancient rome'}]"
28881,"[{'id': 1422, 'name': 'boat'}, {'id': 3180, 'name': 'sailing'}, {'id': 5657, 'name': 'australia'}, {'id': 14629, 'name': 'experimental film'}, {'id': 34051, 'name': 'team'}, {'id': 40870, 'name': 'race'}]"
80243,"[{'id': 13130, 'name': 'teenager'}, {'id': 198673, 'name': 'unemployed'}]"
10782,"[{'id': 1803, 'name': 'drug addiction'}, {'id': 4406, 'name': 'military court'}, {'id': 4596, 'name': 'panama'}, {'id': 5947, 'name': 'military service'}, {'id': 6148, 'name': 'court'}, {'id': 6174, 'name': 'ranger'}, {'id': 8681, 'name': 'supreme court'}, {'id': 8713, 'name': 'lager'}, {'id': 229211, 'name': 'military crime'}]"
9341,"[{'id': 5178, 'name': 'magnetic field'}, {'id': 187033, 'name': 'center of the earth'}, {'id': 189411, 'name': 'disaster film'}]"
9776,"[{'id': 279, 'name': 'usa'}, {'id': 577, 'name': 'black people'}, {'id': 840, 'name': 'usa president'}, {'id': 2946, 'name': 'presidential election'}, {'id': 6085, 'name': 'election campaign'}]"
10735,"[{'id': 212, 'name': 'london england'}, {'id': 392, 'name': 'england'}, {'id': 5600, 'name': 'daughter'}, {'id': 6083, 'name': 'politician'}, {'id': 10809, 'name': 'teenage girl'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 34061, 'name': 'american abroad'}, {'id': 155722, 'name': 'teen comedy'}, {'id': 187056, 'name': 'woman director'}]"
16425,"[{'id': 1691, 'name': 'dance'}, {'id': 2683, 'name': 'tango'}]"
25461,"[{'id': 10183, 'name': 'independent film'}]"
51927,[]
12516,"[{'id': 314, 'name': 'life and death'}, {'id': 2679, 'name': 'artist'}, {'id': 3347, 'name': 'volcano'}, {'id': 7321, 'name': 'nuclear power plant'}, {'id': 186789, 'name': 'dream world'}, {'id': 188351, 'name': 'catastrophe'}, {'id': 208349, 'name': 'child'}]"
1675,"[{'id': 725, 'name': 'lovesickness'}, {'id': 774, 'name': 'film business'}, {'id': 886, 'name': 'film making'}, {'id': 1388, 'name': 'cinema'}, {'id': 1861, 'name': 'nice'}, {'id': 2559, 'name': 'film maker'}, {'id': 3973, 'name': 'insurance salesman'}, {'id': 34094, 'name': 'extramarital affair'}]"
62184,[]
17057,"[{'id': 888, 'name': 'screenwriter'}, {'id': 966, 'name': 'beach'}, {'id': 6093, 'name': 'assault'}, {'id': 9826, 'name': 'murder'}, {'id': 12396, 'name': 'hollywood'}, {'id': 13073, 'name': 'fear'}, {'id': 14819, 'name': 'violence'}, {'id': 33705, 'name': 'agent'}, {'id': 161982, 'name': 'murder investigation'}, {'id': 163975, 'name': 'reckless driving'}, {'id': 195402, 'name': 'film noir'}, {'id': 202760, 'name': 'hopeless'}, {'id': 207431, 'name': 'murder suspect'}, {'id': 209674, 'name': 'moody'}, {'id': 228427, 'name': 'possessive man'}, {'id': 228428, 'name': 'disenchantment'}, {'id': 228429, 'name': 'insecure woman'}, {'id': 238065, 'name': 'volatility'}]"
41938,"[{'id': 3776, 'name': 'officer'}, {'id': 3879, 'name': 'suspect'}, {'id': 6149, 'name': 'police'}, {'id': 9228, 'name': 'puzzle'}, {'id': 9826, 'name': 'murder'}, {'id': 9840, 'name': 'romance'}, {'id': 10909, 'name': 'lawyer'}]"
79615,"[{'id': 818, 'name': 'based on novel'}, {'id': 10183, 'name': 'independent film'}, {'id': 10505, 'name': 'promiscuity'}, {'id': 10683, 'name': 'coming of age'}, {'id': 13130, 'name': 'teenager'}, {'id': 179012, 'name': 'estranged family member'}, {'id': 194413, 'name': 'intellectual disability'}]"
40718,"[{'id': 818, 'name': 'based on novel'}, {'id': 1316, 'name': 'captain'}, {'id': 1721, 'name': 'fight'}, {'id': 9673, 'name': 'love'}, {'id': 191080, 'name': 'shipping magnate'}]"
42178,"[{'id': 9937, 'name': 'suspense'}, {'id': 190434, 'name': 'assassination of president'}]"
203252,[]
6016,"[{'id': 585, 'name': 'casino'}, {'id': 660, 'name': 'monte carlo'}, {'id': 5918, 'name': 'painting'}, {'id': 9728, 'name': 'caper'}, {'id': 10183, 'name': 'independent film'}, {'id': 159343, 'name': 'heist movie'}]"
8409,"[{'id': 1522, 'name': 'repayment'}, {'id': 1679, 'name': 'arbitrary law'}, {'id': 8015, 'name': 'cop'}, {'id': 13056, 'name': 'loss of wife'}]"
1817,"[{'id': 949, 'name': 'terrorist'}, {'id': 5679, 'name': 'phone booth'}, {'id': 6259, 'name': 'psychopath'}]"
284096,"[{'id': 187056, 'name': 'woman director'}]"
11299,"[{'id': 321, 'name': 'terror'}, {'id': 3335, 'name': 'halloween'}, {'id': 9748, 'name': 'revenge'}, {'id': 14675, 'name': 'lethal virus'}]"
17995,[]
21052,"[{'id': 378, 'name': 'prison'}, {'id': 642, 'name': 'robbery'}, {'id': 2016, 'name': 'vandalism'}, {'id': 6149, 'name': 'police'}, {'id': 7412, 'name': 'sin'}, {'id': 8508, 'name': 'party'}, {'id': 9748, 'name': 'revenge'}, {'id': 10229, 'name': 'singer'}, {'id': 10726, 'name': 'gang'}, {'id': 11436, 'name': 'redemption'}, {'id': 15009, 'name': 'criminal'}, {'id': 40879, 'name': 'drunk'}]"
7294,"[{'id': 900, 'name': 'trailer park'}, {'id': 1453, 'name': 'amnesia'}, {'id': 1787, 'name': 'helsinki'}, {'id': 7938, 'name': 'heilsarmee'}]"
9506,"[{'id': 2060, 'name': 'penalty'}, {'id': 2726, 'name': 'therapist'}, {'id': 2800, 'name': 'psychology'}, {'id': 2879, 'name': 'aggression'}, {'id': 14837, 'name': 'rage'}, {'id': 18047, 'name': 'anger'}, {'id': 199263, 'name': 'anger management'}]"
14290,[]
24982,"[{'id': 269, 'name': 'diving'}, {'id': 1963, 'name': 'expedition'}, {'id': 2580, 'name': 'shipwreck'}, {'id': 4388, 'name': 'titanic'}, {'id': 14785, 'name': 'underwater'}, {'id': 41595, 'name': 'oceanic expedition'}, {'id': 156395, 'name': 'imax'}]"
2662,"[{'id': 213, 'name': 'upper class'}, {'id': 3335, 'name': 'halloween'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9955, 'name': 'urban legend'}, {'id': 14751, 'name': 'youth'}, {'id': 161270, 'name': 'satanic ritual'}]"
12093,"[{'id': 236, 'name': 'suicide'}, {'id': 572, 'name': 'sex'}, {'id': 1192, 'name': 'sweden'}, {'id': 1353, 'name': 'underground'}, {'id': 2334, 'name': 'nightclub'}, {'id': 2483, 'name': 'nudity'}, {'id': 10685, 'name': 'escape'}, {'id': 12987, 'name': 'poverty'}, {'id': 13059, 'name': 'prostitution'}, {'id': 14819, 'name': 'violence'}, {'id': 193295, 'name': 'disturbing'}]"
18941,"[{'id': 10183, 'name': 'independent film'}, {'id': 11677, 'name': 'secretary'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 187056, 'name': 'woman director'}]"
42383,[]
11817,"[{'id': 345, 'name': 'monk'}, {'id': 960, 'name': 'homeless person'}, {'id': 4958, 'name': 'injection'}, {'id': 6201, 'name': 'fall'}, {'id': 18109, 'name': 'knife fight'}, {'id': 160133, 'name': 'scroll'}, {'id': 160134, 'name': 'the force'}]"
24621,"[{'id': 187056, 'name': 'woman director'}]"
13370,"[{'id': 11800, 'name': 'mockumentary'}, {'id': 33534, 'name': 'folk singer'}]"
8326,"[{'id': 10541, 'name': 'curse'}, {'id': 11707, 'name': 'suitor'}, {'id': 14783, 'name': 'false accusations'}, {'id': 159188, 'name': 'reference to annabel lee'}, {'id': 159197, 'name': 'digging'}, {'id': 159201, 'name': 'baseball player'}, {'id': 159212, 'name': 'mountain climbing'}]"
13411,"[{'id': 542, 'name': 'street gang'}, {'id': 12670, 'name': 'los angeles'}]"
11516,"[{'id': 270, 'name': 'ocean'}, {'id': 1889, 'name': 'lake'}, {'id': 2646, 'name': 'bird'}, {'id': 2673, 'name': 'horse'}, {'id': 3478, 'name': 'parrot'}, {'id': 3905, 'name': 'owl'}, {'id': 4474, 'name': 'ornithology'}, {'id': 5698, 'name': 'egg'}, {'id': 8044, 'name': 'flight'}, {'id': 8721, 'name': 'arctic'}, {'id': 9970, 'name': 'crab'}, {'id': 33634, 'name': 'stork'}, {'id': 33635, 'name': 'pelican'}]"
10180,"[{'id': 107, 'name': 'barcelona spain'}, {'id': 509, 'name': 'denmark'}, {'id': 3230, 'name': 'male friendship'}, {'id': 3321, 'name': 'childhood memory'}, {'id': 5707, 'name': 'childhood trauma'}, {'id': 7508, 'name': 'friendship bracelet'}, {'id': 13142, 'name': 'gangster'}, {'id': 160246, 'name': 'childhood friends'}]"
994,"[{'id': 392, 'name': 'england'}, {'id': 570, 'name': 'rape'}, {'id': 2755, 'name': 'country life'}, {'id': 5251, 'name': 'primal fear'}, {'id': 9748, 'name': 'revenge'}, {'id': 9950, 'name': 'thriller'}, {'id': 11004, 'name': 'rural setting'}, {'id': 14819, 'name': 'violence'}, {'id': 34117, 'name': 'cult film'}]"
66918,"[{'id': 720, 'name': 'helicopter'}, {'id': 5705, 'name': 'grasshopper'}, {'id': 6149, 'name': 'police'}, {'id': 11034, 'name': 'b movie'}, {'id': 14760, 'name': 'scientist'}, {'id': 18082, 'name': 'flamethrower'}, {'id': 158091, 'name': 'giant insect'}, {'id': 162365, 'name': 'military'}, {'id': 179566, 'name': 'locust'}, {'id': 210614, 'name': 'monster movie'}]"
10514,"[{'id': 1432, 'name': 'nasa'}, {'id': 1508, 'name': 'new mexico'}, {'id': 1865, 'name': 'biological weapon'}, {'id': 1944, 'name': 'epilepsy'}, {'id': 3288, 'name': 'secret lab'}, {'id': 4939, 'name': 'alien phenomenons'}, {'id': 6013, 'name': 'chemistry'}, {'id': 6016, 'name': 'biology'}, {'id': 9937, 'name': 'suspense'}, {'id': 156767, 'name': 'nuclear threat'}, {'id': 156810, 'name': 'science'}]"
14237,"[{'id': 282, 'name': 'video game'}, {'id': 3181, 'name': 'pretended murder'}, {'id': 3363, 'name': 'hypnosis'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 10414, 'name': 'trance'}]"
1714,"[{'id': 2137, 'name': 'totalitarian regime'}, {'id': 2733, 'name': 'firemen'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5737, 'name': 'book burning'}, {'id': 162988, 'name': 'dystopic future'}]"
14308,[]
41461,[]
9930,"[{'id': 3012, 'name': 'court case'}, {'id': 3701, 'name': 'client'}, {'id': 10909, 'name': 'lawyer'}, {'id': 33519, 'name': 'courtroom'}]"
32083,[]
107569,"[{'id': 494, 'name': 'father son relationship'}]"
16651,"[{'id': 818, 'name': 'based on novel'}, {'id': 5565, 'name': 'biography'}]"
57565,[]
108553,"[{'id': 922, 'name': 'hotel room'}, {'id': 6149, 'name': 'police'}, {'id': 10332, 'name': 'salesman'}, {'id': 11157, 'name': 'sibling rivalry'}]"
12661,"[{'id': 1009, 'name': 'baby'}, {'id': 2587, 'name': 'married couple'}, {'id': 6163, 'name': 'arms dealer'}, {'id': 6876, 'name': 'vacation'}, {'id': 33705, 'name': 'agent'}]"
29355,"[{'id': 579, 'name': 'american football'}, {'id': 6075, 'name': 'sport'}, {'id': 8338, 'name': 'coach'}, {'id': 191222, 'name': 'the big game'}]"
24961,"[{'id': 4232, 'name': 'melancholy'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 155462, 'name': 'little dog'}, {'id': 165317, 'name': 'based on movie'}, {'id': 177912, 'name': 'wizard'}]"
26866,[]
31633,"[{'id': 2336, 'name': 'ladykiller'}, {'id': 9824, 'name': 'reunion'}]"
20978,[]
47762,[]
47329,[]
10743,"[{'id': 159607, 'name': 'grifter'}, {'id': 159608, 'name': 'con'}, {'id': 159620, 'name': 'big con'}, {'id': 159627, 'name': 'con game'}, {'id': 159631, 'name': 'premarital sex'}]"
2832,"[{'id': 549, 'name': 'prostitute'}, {'id': 703, 'name': 'detective'}, {'id': 1197, 'name': 'nevada'}, {'id': 1563, 'name': 'prisoner'}, {'id': 2217, 'name': 'rain'}, {'id': 2669, 'name': 'motel'}, {'id': 3694, 'name': 'weather'}, {'id': 4897, 'name': 'multiple character'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 9743, 'name': 'stranded'}, {'id': 9826, 'name': 'murder'}, {'id': 10714, 'name': 'serial killer'}, {'id': 13124, 'name': 'scream'}, {'id': 14527, 'name': 'storm'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 15234, 'name': 'convict'}, {'id': 18130, 'name': 'psychopathy'}, {'id': 18171, 'name': 'thunderstorm'}, {'id': 156507, 'name': 'rainstorm'}, {'id': 156761, 'name': 'split personality'}, {'id': 197708, 'name': 'mental disorders'}, {'id': 207046, 'name': 'murder mystery'}, {'id': 212803, 'name': 'dissociative identity disorder'}, {'id': 238467, 'name': 'isolated place'}]"
31459,[]
19153,"[{'id': 10183, 'name': 'independent film'}]"
31932,[]
38868,[]
72996,[]
15098,"[{'id': 10183, 'name': 'independent film'}]"
11458,"[{'id': 1803, 'name': 'drug addiction'}, {'id': 2134, 'name': 'press'}, {'id': 3398, 'name': 'release from prison'}, {'id': 5424, 'name': ""women's prison""}, {'id': 8508, 'name': 'party'}, {'id': 9302, 'name': 'exzess'}, {'id': 10183, 'name': 'independent film'}, {'id': 14964, 'name': 'drug'}, {'id': 34038, 'name': 'intrigue'}]"
16636,"[{'id': 271, 'name': 'competition'}, {'id': 521, 'name': 'washington d.c.'}, {'id': 1415, 'name': 'small town'}, {'id': 2356, 'name': 'immigrant'}, {'id': 3836, 'name': 'success'}, {'id': 10103, 'name': 'children'}, {'id': 10508, 'name': 'teacher'}, {'id': 11145, 'name': 'spelling'}, {'id': 11146, 'name': 'spelling bee'}, {'id': 13281, 'name': 'work ethic'}, {'id': 161155, 'name': 'kids'}]"
18736,[]
36658,"[{'id': 1852, 'name': 'mutant'}, {'id': 8828, 'name': 'marvel comic'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10761, 'name': 'superhuman'}]"
46989,"[{'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}]"
20689,"[{'id': 9937, 'name': 'suspense'}, {'id': 10183, 'name': 'independent film'}]"
13438,[]
15394,"[{'id': 293, 'name': 'female nudity'}, {'id': 395, 'name': 'gambling'}, {'id': 585, 'name': 'casino'}, {'id': 2483, 'name': 'nudity'}, {'id': 3515, 'name': 'banker'}, {'id': 4227, 'name': 'toronto'}, {'id': 4373, 'name': 'fraud'}, {'id': 8653, 'name': 'niagara falls'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10530, 'name': 'atlantic city'}, {'id': 10594, 'name': 'money'}, {'id': 14570, 'name': 'las vegas'}, {'id': 18420, 'name': 'surveillance'}, {'id': 155841, 'name': 'gambler'}, {'id': 214810, 'name': 'bank fraud'}]"
10708,"[{'id': 271, 'name': 'competition'}, {'id': 3836, 'name': 'success'}, {'id': 4590, 'name': 'kindergarten'}, {'id': 10103, 'name': 'children'}, {'id': 156052, 'name': 'unemployment'}]"
22016,"[{'id': 5933, 'name': 'poet'}, {'id': 9937, 'name': 'suspense'}, {'id': 13142, 'name': 'gangster'}]"
85472,"[{'id': 187056, 'name': 'woman director'}]"
22958,"[{'id': 3182, 'name': 'seduction'}, {'id': 3616, 'name': 'college'}, {'id': 9673, 'name': 'love'}, {'id': 9713, 'name': 'friends'}, {'id': 10085, 'name': 'betrayal'}, {'id': 10183, 'name': 'independent film'}, {'id': 34130, 'name': 'makeover'}]"
15850,[]
251053,"[{'id': 14512, 'name': 'new york city'}, {'id': 166766, 'name': 'digital video'}, {'id': 197525, 'name': 'dominican'}]"
10989,"[{'id': 4115, 'name': 'longing'}, {'id': 8650, 'name': 'unwillingly pregnant'}, {'id': 9833, 'name': 'lesbian relationship'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 33358, 'name': 'contraception'}, {'id': 34094, 'name': 'extramarital affair'}]"
1816,"[{'id': 3321, 'name': 'childhood memory'}, {'id': 4344, 'name': 'musical'}, {'id': 6415, 'name': 'stage show'}, {'id': 9249, 'name': 'backstage'}, {'id': 10199, 'name': 'gay interest'}, {'id': 33458, 'name': 'gay man'}, {'id': 33556, 'name': 'urban setting'}, {'id': 33681, 'name': 'top hat'}, {'id': 33926, 'name': 'chorus line'}, {'id': 33934, 'name': 'choreographer'}, {'id': 41260, 'name': 'sensuality'}, {'id': 156028, 'name': 'broadway'}, {'id': 163110, 'name': 'theater'}, {'id': 163210, 'name': 'choreography'}, {'id': 165231, 'name': 'big break'}, {'id': 165241, 'name': 'broadway musical'}, {'id': 165244, 'name': 'ballet school'}]"
42017,"[{'id': 212, 'name': 'london england'}]"
17667,"[{'id': 635, 'name': 'disc jockey'}, {'id': 897, 'name': 'rap music'}, {'id': 898, 'name': 'hip-hop'}, {'id': 899, 'name': 'rhyme battle'}, {'id': 1552, 'name': 'subway'}, {'id': 1691, 'name': 'dance'}, {'id': 1974, 'name': 'breakdance'}, {'id': 2815, 'name': 'graffiti'}]"
17464,"[{'id': 1974, 'name': 'breakdance'}, {'id': 9663, 'name': 'sequel'}]"
15259,"[{'id': 246, 'name': 'dancing'}, {'id': 897, 'name': 'rap music'}, {'id': 898, 'name': 'hip-hop'}]"
10515,"[{'id': 334, 'name': 'flying'}, {'id': 1960, 'name': 'mine'}, {'id': 2343, 'name': 'magic'}, {'id': 3098, 'name': 'castle'}, {'id': 4190, 'name': 'lost civilisation'}, {'id': 6092, 'name': 'army'}, {'id': 12988, 'name': 'pirate'}, {'id': 14659, 'name': 'girl'}, {'id': 163049, 'name': 'government agent'}, {'id': 165455, 'name': 'floating'}, {'id': 169362, 'name': 'pendant'}, {'id': 182600, 'name': 'blue sky'}, {'id': 188747, 'name': 'air pirate'}, {'id': 188847, 'name': 'crystal'}, {'id': 210024, 'name': 'anime'}]"
45069,"[{'id': 187056, 'name': 'woman director'}]"
117269,"[{'id': 1691, 'name': 'dance'}]"
21024,"[{'id': 10570, 'name': 'roadie'}, {'id': 11700, 'name': 'rock music'}]"
42792,"[{'id': 161254, 'name': 'carpetbagger'}]"
43232,"[{'id': 34094, 'name': 'extramarital affair'}, {'id': 191789, 'name': 'libel'}]"
22201,"[{'id': 5074, 'name': 'wyatt earp'}, {'id': 6165, 'name': 'historical figure'}, {'id': 9550, 'name': 'doc holliday'}, {'id': 222782, 'name': 'two guns belt'}]"
11424,"[{'id': 3017, 'name': 'jazz musician'}, {'id': 5713, 'name': 'rhode island'}]"
34857,"[{'id': 497, 'name': 'shakespeare'}, {'id': 4344, 'name': 'musical'}, {'id': 190849, 'name': 'broadway show'}]"
604,"[{'id': 83, 'name': 'saving the world'}, {'id': 310, 'name': 'artificial intelligence'}, {'id': 312, 'name': 'man vs machine'}, {'id': 779, 'name': 'martial arts'}, {'id': 780, 'name': 'kung fu'}, {'id': 1001, 'name': 'underground world'}, {'id': 1566, 'name': 'dream'}, {'id': 1701, 'name': 'hero'}, {'id': 1721, 'name': 'fight'}, {'id': 2812, 'name': 'computer virus'}, {'id': 2849, 'name': 'key'}, {'id': 2964, 'name': 'future'}, {'id': 3217, 'name': 'plato'}, {'id': 3219, 'name': 'precognition'}, {'id': 3221, 'name': 'rave'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6104, 'name': 'computer'}, {'id': 6150, 'name': 'faith'}, {'id': 6193, 'name': 'world religion'}, {'id': 6256, 'name': 'truth'}, {'id': 10364, 'name': 'mission'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 187056, 'name': 'woman director'}, {'id': 221385, 'name': 'gnosticism'}]"
55616,"[{'id': 3633, 'name': 'dracula'}, {'id': 10183, 'name': 'independent film'}]"
10720,"[{'id': 572, 'name': 'sex'}, {'id': 736, 'name': 'journalist'}, {'id': 2386, 'name': 'empowerment'}, {'id': 9094, 'name': 'womanizer'}, {'id': 9639, 'name': 'playboy'}, {'id': 10280, 'name': 'farce'}, {'id': 10818, 'name': 'author'}, {'id': 11718, 'name': 'feminist'}, {'id': 14512, 'name': 'new york city'}]"
51230,"[{'id': 1388, 'name': 'cinema'}, {'id': 1389, 'name': 'cinephilia'}, {'id': 1523, 'name': 'obsession'}, {'id': 4295, 'name': 'collector'}, {'id': 6224, 'name': 'hobby'}, {'id': 10183, 'name': 'independent film'}, {'id': 14512, 'name': 'new york city'}, {'id': 18062, 'name': 'obsessed fan'}, {'id': 160152, 'name': 'film fan'}, {'id': 163110, 'name': 'theater'}, {'id': 168346, 'name': 'manhattan, new york city'}, {'id': 187056, 'name': 'woman director'}, {'id': 196500, 'name': 'film buff'}, {'id': 218048, 'name': 'movie fan'}]"
23423,"[{'id': 10183, 'name': 'independent film'}]"
1555,"[{'id': 90, 'name': 'paris'}, {'id': 107, 'name': 'barcelona spain'}, {'id': 567, 'name': 'alcohol'}, {'id': 1253, 'name': 'roommate'}, {'id': 9457, 'name': 'single'}, {'id': 9935, 'name': 'travel'}, {'id': 9986, 'name': 'crush'}, {'id': 12105, 'name': 'student'}, {'id': 14534, 'name': 'relationship'}, {'id': 14602, 'name': 'break-up'}, {'id': 14751, 'name': 'youth'}, {'id': 33648, 'name': 'celebration'}, {'id': 155939, 'name': 'group of friends'}]"
33875,[]
310,"[{'id': 186, 'name': 'christianity'}, {'id': 305, 'name': 'moon'}, {'id': 457, 'name': 'responsability'}, {'id': 488, 'name': 'moses'}, {'id': 542, 'name': 'street gang'}, {'id': 725, 'name': 'lovesickness'}, {'id': 917, 'name': 'journalism'}, {'id': 1605, 'name': 'new love'}, {'id': 6150, 'name': 'faith'}, {'id': 6157, 'name': 'prayer'}, {'id': 9649, 'name': 'god'}, {'id': 9844, 'name': 'car crash'}]"
5146,"[{'id': 591, 'name': 'cia'}]"
30055,[]
12544,"[{'id': 240, 'name': 'underdog'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 2041, 'name': 'island'}, {'id': 210714, 'name': 'villager'}]"
12,"[{'id': 494, 'name': 'father son relationship'}, {'id': 10026, 'name': 'harbor'}, {'id': 14785, 'name': 'underwater'}, {'id': 33759, 'name': 'fish tank'}, {'id': 33760, 'name': 'great barrier reef'}, {'id': 156948, 'name': 'missing child'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180557, 'name': 'short term memory loss'}, {'id': 180568, 'name': 'clownfish'}, {'id': 180574, 'name': 'father son reunion'}, {'id': 181068, 'name': 'protective father'}]"
9654,"[{'id': 110, 'name': 'venice'}, {'id': 387, 'name': 'california'}, {'id': 477, 'name': 'train station'}, {'id': 720, 'name': 'helicopter'}, {'id': 1201, 'name': 'austria'}, {'id': 1262, 'name': 'mountain'}, {'id': 1321, 'name': 'gold'}, {'id': 1552, 'name': 'subway'}, {'id': 2157, 'name': 'hacker'}, {'id': 3713, 'name': 'chase'}, {'id': 8430, 'name': 'safe'}, {'id': 9714, 'name': 'remake'}, {'id': 9728, 'name': 'caper'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10051, 'name': 'heist'}, {'id': 10476, 'name': 'double crossed'}, {'id': 10604, 'name': 'fast cars'}, {'id': 12391, 'name': 'boat chase'}, {'id': 12670, 'name': 'los angeles'}, {'id': 14601, 'name': 'explosion'}, {'id': 15234, 'name': 'convict'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 15483, 'name': 'car chase'}, {'id': 158584, 'name': 'tv news'}, {'id': 159510, 'name': 'hollywood sign'}, {'id': 159511, 'name': 'television repair'}, {'id': 177958, 'name': 'mini cooper'}]"
9902,"[{'id': 314, 'name': 'life and death'}, {'id': 4959, 'name': 'death of a friend'}, {'id': 5313, 'name': 'parts of dead body'}]"
2260,"[{'id': 739, 'name': 'sexual abuse'}, {'id': 6071, 'name': 'middle class'}, {'id': 6443, 'name': 'child pornography'}, {'id': 6444, 'name': 'sodomy'}, {'id': 14638, 'name': 'american'}, {'id': 18035, 'name': 'family'}]"
61939,[]
18385,[]
584,"[{'id': 416, 'name': 'miami'}, {'id': 830, 'name': 'car race'}, {'id': 999, 'name': 'sports car'}, {'id': 12670, 'name': 'los angeles'}, {'id': 33885, 'name': 'car'}, {'id': 159953, 'name': 'automobile racing'}]"
39125,[]
